,text,user_id,score,hostel,location,link
100,"We had such a great time staying at Guy's Paradise. The atmosphere is really fun and the staff are very friendly. Dinner was simple, but tasty, and the free beer was plentyful (if not cold). We did all the tours and the pub crawl that the hostel offered, and they were all really worthwhile. Downsides: the casual atmoshpere boarders on disorganized, and it's not as clean as some might like. Guy's Paradise is   not for everybody, but perfect for somebody that wants to have a fun, social, party time in Rome. ",2095695,8.3,Hostel Guy's Paradise,"Rome, Italy",http://www.hostelworld.com/hosteldetails.php/Hostel-Guy-s-Paradise/Rome/8829
101,"Home Sweet Home was a lovely place to stay and was by far one of the best hostels we stayed in.  Only thing is only baguetts are provided for breakfast, however supermarkets and vege shops are close by should you want to buy cereal and fruit.  
There is no oven to cook food but there is a 2 ring burner and we found a place that sold lovely pre-cooked chicken and roast potatoes....",3352179,9.3,Nice Riviera Sweet Home,"Nice, France",http://www.hostelworld.com/hosteldetails.php/Nice-Riviera-Sweet-Home/Nice/11785
102,"Very very big place, and a bit impersonal, the location is the best things about this place, there are lockers in the rooms, but you have to provide the padlock, showers are good and have great pressure.  The staff are not particularly helpful, but i think this is because its such a big place.  You have to pay for a blanket this is not included in the price.  There is a good selection of things for breakfast, not the best quality but good for a hostel.
The windows don't open in the rooms, so no fresh air circulates in the rooms which makes them a bit stale.  I probalby wouldn't stay here again.",3352179,6.0,Equity Point Centric,"Barcelona, Spain",http://www.hostelworld.com/hosteldetails.php/Equity-Point-Centric/Barcelona/11102
103,"Bummer about the water being out, but what can you do.  Other guests coiuld be more quick on the few computers that are available. Otherwise a great place.  ",4162075,9.3,Kinlay House Dublin,"Dublin, Ireland",http://www.hostelworld.com/hosteldetails.php/Kinlay-House-Dublin/Dublin/113
104,"Not what you expect to find on the same street as the Hanoi backpackers hostel. This hotel is brand new (as of Summer 2011) and is beautifully fitted out. The bedroom I stayed in was spacious and comfortable with all mod cons including flat screen tv with cable, minibar, a/c, safe etc. The bathroom even has a rain shower and is a pleasure to use. Having stayed at Sans Souci II I can definitely say that they've upped the game for No IV. I doubt you would find such a well presented room for less.",2994378,8.7,Hanoi Sans Souci II hostel,"Hanoi, Vietnam",http://www.hostelworld.com/hosteldetails.php/Hanoi-Sans-Souci-II-hostel/Hanoi/50841
105,"In a word - fine. Location is good, reception staff were friendly (although initially they couldn't find my booking). The bed was comfortable, although if possible ask for a room with an exterior window. My room had one that opened onto the corridor. This wasn't a problem for me as I hardly spent anytime at all in the room (had to be up very early for a bus the next morning and didn't get in till quite late). Overall, it met my needs well.",2994378,7.3,Thuy Duong Hotel Hue,"Hue, Vietnam",http://www.hostelworld.com/hosteldetails.php/Thuy-Duong-Hotel-Hue/Hue/36182
106,"Excellent hostel with a good location very near to the centre. The staff are helpful, the rooms clean, and the atmosphere is fun! Recommended.",2994378,8.3,Vana Tom,"Tallinn, Estonia",http://www.hostelworld.com/hosteldetails.php/Vana-Tom/Tallinn/14152
107,Friendly and dedicated people,4736261,9.0,Cafisu B&B,"Trapani, Italy",http://www.hostelworld.com/hosteldetails.php/Cafisu-B-and-B/Trapani/21091
108,I was unfortunate enough to book and arrive on a day when the hostels phones had not been working so they had no internet/email and no reservation for me.  They put me down in the basement for the first night which was hot.  Bathroom was not very good down there.  Second night I was moved upstairs which was much better.  Rooms and bathrooms upstairs were nice and clean so make sure you don't get the basement!,1465559,6.3,Be Ramblas Hostel,"Barcelona, Spain",http://www.hostelworld.com/hosteldetails.php/Be-Ramblas-Hostel/Barcelona/435
109,Ants and roaches! Staff tried to rip me off by double charging on booking fee and tax. Don't stay there.,3378079,4.3,Lahaina's Last Resort,"Maui, USA",http://www.hostelworld.com/hosteldetails.php/Lahaina-s-Last-Resort/Maui/5793
110,Thanx for beer possibility!,2755253,8.0,JUFA Salzburg City,"Salzburg, Austria",http://www.hostelworld.com/hosteldetails.php/JUFA-Salzburg-City/Salzburg/5670
111,Very tidy hostel,4392719,8.3,Hostel Ruthensteiner Vienna,"Vienna, Austria",http://www.hostelworld.com/hosteldetails.php/Hostel-Ruthensteiner-Vienna/Vienna/731
112,Private toilet area not quite clean.  Some hand towels would be useful. Very happy with accomodations -would recommend it.,2794559,9.7,Hostel Sampaoli,"Florence, Italy",http://www.hostelworld.com/hosteldetails.php/Hostel-Sampaoli/Florence/1155
113,"It was easy to find, walking in late at night from train station.  Very modern and clean.  Very nice staff that spoke English.  I reserved with hostels.com and expected a dorm room.  I paid hostel prices for 4 nights in a 3 star modern hotel.  Awesome deal!!",3315484,8.0,Hotel Bolzano,"Milan, Italy",http://www.hostelworld.com/hosteldetails.php/Hotel-Bolzano/Milan/9434
114,"A very good hotel, a couple of blocks from the public beaches and beer shacks and a fifteen minute ride by cheap public buses to the old city.  The hotel is an Italian favorite in the area.  Helpful desk staff...very friendly and understand and speak English.  ",2172481,8.0,Hotel San Pietro,"Cartagena, Colombia",http://www.hostelworld.com/hosteldetails.php/Hotel-San-Pietro/Cartagena/252
115,Well located...could use a bit of plumbing work in the en suite rooms.,2172481,8.3,Hostel Mostel,"Sofia, Bulgaria",http://www.hostelworld.com/hosteldetails.php/Hostel-Mostel/Sofia/3725
116,"Don't be turned off by first impressions, this place kind of grows on you...like the cobwebs in the ceilings.   It is like staying at Aunt Sadie's house rather than a hotel and Aunt Sadie's house is in dire need of a good house cleaning and decluttering.  The location is quiet and if you get the right room you will sleep well.  The Canadian owner is very friendly and helpful and provides a big breakfast in the price.",2172481,6.0,Vila 11,"Bucharest, Romania",http://www.hostelworld.com/hosteldetails.php/Vila-11/Bucharest/6093
117,Can't beat the location.  On sight owners are very helpful.,2172481,9.3,Guesthouse Postavarului,"Brasov, Romania",http://www.hostelworld.com/hosteldetails.php/Guesthouse-Postavarului/Brasov/9961
118,"Good place to stay for the price.  Good staff, but don't have your laundry done by them when it is cold and rainy...it won't be dry.  A good deal of train noise from the station near by....not a bad place to stay notwithstanding.  Good Staff.",2172481,8.0,Gia Boutique Hostel,"Sighisoara, Romania",http://www.hostelworld.com/hosteldetails.php/Gia-Boutique-Hostel/Sighisoara/7527
119,Damn nice place.  Wish we could have scheduled more time at this hotel.,2172481,9.3,Comfort Vilnius,"Vilnius, Lithuania",http://www.hostelworld.com/hosteldetails.php/Comfort-Vilnius/Vilnius/14500
120,Excellant location for the price.  Guests should check out the Chinese restaurant across the street from the hotel.  Easy to get to from the bus and train stations.,2172481,8.0,In Astra B&B,"Vilnius, Lithuania",http://www.hostelworld.com/hosteldetails.php/In-Astra-B-and-B/Vilnius/12682
121,"Excellant place.  Clean, wonderful breakfasts.  The location is a bit out of the way from the bus station, but a cheap taxi ride away.  Certainly well worth the bit of effort to get here.",2172481,9.3,Kastani Bed and Breakfast,"Tartu, Estonia",http://www.hostelworld.com/hosteldetails.php/Kastani-Bed-and-Breakfast/Tartu/14468
122,"Good value with great breakfast buffet.  Once you figure out the public transit system, getting to the old town is a sinch.",2172481,8.3,Tatari 53,"Tallinn, Estonia",http://www.hostelworld.com/hosteldetails.php/Tatari-53/Tallinn/5514
123,Marginal breakfast offered.,2172481,7.0,Wasa Park Hotel,"Stockholm, Sweden",http://www.hostelworld.com/hosteldetails.php/Wasa-Park-Hotel/Stockholm/7980
124,"Problem with the hostel honoring our resrrvations...seems that staff is more interested in staying high than attending to business.  Owner, Francois, however, was very helpful.",2172481,6.0,Pretoria Backpackers,"Pretoria, South Africa",http://www.hostelworld.com/hosteldetails.php/Pretoria-Backpackers/Pretoria/1232
125,Super Clean,2172481,8.3,Funky Monkeys Backpackers,"Nelspruit, South Africa",http://www.hostelworld.com/hosteldetails.php/Funky-Monkeys-Backpackers/Nelspruit/4831
126,"Very nice location, very close to everything (shopping mall, metro, Place Royal, Manequin Piss, etc...)  Very big place and clean.  The internet and bed sheets are not included.  ",4373920,8.3,Sleep Well Youth Hostel,"Brussels, Belgium",http://www.hostelworld.com/hosteldetails.php/Sleep-Well-Youth-Hostel/Brussels/621
127,"I am student in Ireland, I like to visit in Zurich But you can give me Low price if i will stay in your Hostel,because we are a Student.",1573037,8.0,Youthhostel Zurich,"Zurich, Switzerland",http://www.hostelworld.com/hosteldetails.php/Youthhostel-Zurich/Zurich/10836
128,Everything was great apart from the tours you could book. The were very expensive and cancelled (twice for us) with no notice. ,3733313,9.3,Hostel Suites Obelisco,"Buenos Aires, Argentina",http://www.hostelworld.com/hosteldetails.php/Hostel-Suites-Obelisco/Buenos-Aires/17950
129,"For London, this is a solid choice of hostel.  I arrived at 2 p.m., however, but they would not let me check in until 2:30 p.m.  Naturally, there was a horde of people at 2:30, which meant I did not end up getting my card until around 3.  With a bit of common sense customer service from the staff, this could be an outstanding hostel.  ",4669199,7.3,Clink78,"London, England",http://www.hostelworld.com/hosteldetails.php/Clink78/London/21954
130,"For the Netherlands, this is a great hostel.",4669199,9.7,Hostel ROOM Rotterdam,"Rotterdam, Netherlands",http://www.hostelworld.com/hosteldetails.php/Hostel-ROOM-Rotterdam/Rotterdam/15170
131,"If you want to stay near the train station, as I did, this hostel is perfect.  When I was there, though, there was a mom with her kid in my dorm!  At 10 p.m., she was like, lights out, my kid needs to sleep!  Not really the hostel\'s fault.",4669199,9.3,Westend City Hostel,"Vienna, Austria",http://www.hostelworld.com/hosteldetails.php/Westend-City-Hostel/Vienna/666
132,"Good hostel, great city!  Room was very small--so beware if you have lots of luggage.",4669199,9.3,Ciarus,"Strasbourg, France",http://www.hostelworld.com/hosteldetails.php/Ciarus/Strasbourg/7043
133,"Yes, the location is unbeatable, but nonetheless it should be a hostel of last resort.",4669199,4.0,Oliver St. John Gogarty,"Dublin, Ireland",http://www.hostelworld.com/hosteldetails.php/Oliver-St-John-Gogarty/Dublin/108
134,"Absolutely loved this hostel!  The price and location are unbeatable for Rome, which is such an amazing city.  If you are looking for a brand new, squeaky-clean hostel, though, you should stay somewhere else.  But if you are looking for a hostel with lots of character, stay here!",4669199,10.0,Ciao Bella Hostel,"Rome, Italy",http://www.hostelworld.com/hosteldetails.php/Ciao-Bella-Hostel/Rome/17338
135,One of the best hostels in Europe.,4669199,10.0,PLUS Florence,"Florence, Italy",http://www.hostelworld.com/hosteldetails.php/PLUS-Florence/Florence/22996
136,"Outstanding hostel.  Lots of brand-new computers, huge spotless rooms with big windows, and plenty of hot water.  Highly recommend!",4669199,10.0,Samay Hostel Sevilla,"Seville, Spain",http://www.hostelworld.com/hosteldetails.php/Samay-Hostel-Sevilla/Seville/19239
137,Outstanding!  Thank you so much!  Highly recommend!,4669199,10.0,Dina's Guesthouse,"Lagos, Portugal",http://www.hostelworld.com/hosteldetails.php/Dina-s-Guesthouse/Lagos/19313
138,Great place--more like a hotel than a hostel--but an unbeatable value!,4669199,10.0,Senses&Colours A̱il Hostel,"Cordoba, Spain",http://www.hostelworld.com/hosteldetails.php/Senses-and-Colours-Anil-Hostel/Cordoba/19143
139,"This hostel is a party.  So if that\'s not what you\'re looking for, stay somewhere else.  I thought it was great, but my friend had trouble sleeping.  It depends what you are looking for in a hostel...",4669199,8.7,Casa Caracol,"Cadiz, Spain",http://www.hostelworld.com/hosteldetails.php/Casa-Caracol/Cadiz/11977
