,hostel,hostel_info,link
2156,YHA Rotorua,"[>8.5, Awards:2, New Zealand, Rotorua, Linen Included, Free Parking, Free City Maps, Free WiFi , Wheelchair Friendly, Security Lockers, Key Card Access, Common Room, Bicycle Parking, BBQ, Breakfast Not Included, Adaptors, Book Exchange, Hot Showers, Cots Available, Self-Catering Facilities, Cooker, Fridge/Freezer, Utensils, Dryer, Outdoor Terrace, Jobs Board, Hair Dryers For Hire, Parking, Hair Dryers, Iron / Ironing Board, Microwave, Card Phones, Washing Machine, Internet Access, Laundry Facilities, Bicycle Hire, Towels for hire, Luggage Storage, Fax Service, Tours/Travel Desk, Postal Service, 24 Hour Security, Housekeeping, Reception (limited hours), Meals Available, Vending Machines, PlayStation, DVD's, Board Games, Pool Table, Wi-Fi, Age Restriction, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t5]",http://www.hostelworld.com/hosteldetails.php/YHA-Rotorua/Rotorua/12168
2157,Hostel Fortuna-Budapest,"[>8.5, Awards:0, Hungary, Budapest, Free Breakfast, Linen Included, Free Parking, Free City Maps, Free WiFi , Security Lockers, Common Room, Elevator, Air Conditioning, Adaptors, Hot Showers, Reading Light, Hair Dryers For Hire, Parking, Hair Dryers, Safe Deposit Box, Internet Access, Laundry Facilities, Airport Transfers, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Housekeeping, Bar, Vending Machines, No Curfew, Non Smoking, Pet Friendly, Taxes Included, H_t6]",http://www.hostelworld.com/hosteldetails.php/Hostel-Fortuna-Budapest/Budapest/672
2158,Youth Hostel Bad Gastein,"[7-8.5, Awards:0, Austria, Bad Gastein, Free Breakfast, Linen Included, Free Parking , Common Room, Bicycle Parking, Meeting Rooms, Cable TV, Outdoor Terrace, Reading Light, Parking, Internet Access, Bicycle Hire, Towels for hire, Luggage Storage, Fax Service, Postal Service, Bar, Cafe, Games Room, Child Friendly, Credit Cards Accepted, Non Smoking, Taxes Not Included, H_t4]",http://www.hostelworld.com/hosteldetails.php/Youth-Hostel-Bad-Gastein/Bad-Gastein/27220
2159,Hotel Lombardi,"[>8.5, Awards:0, Italy, Florence, Free Breakfast , Elevator, Air Conditioning, Parking, Hair Dryers, Safe Deposit Box, Laundry Facilities, Luggage Storage, Fax Service, 24 Hour Reception, Currency Exchange, Housekeeping, Bar, Minibar, , H_t8]",http://www.hostelworld.com/hosteldetails.php/Hotel-Lombardi/Florence/26098
2160,Hotel Demo,"[7-8.5, Awards:0, Italy, Milan, Free Breakfast, Free City Maps, Free WiFi, Free Internet Access , Elevator, Air Conditioning, Cable TV, Parking, Hair Dryers, Safe Deposit Box, Internet Access, Laundry Facilities, Luggage Storage, Direct Dial Telephone, Fax Service, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, 24 Hour Security, Housekeeping, Bar, Vending Machines, Caf̩, Wi-Fi, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Pet Friendly, Taxes Not Included, H_t6]",http://www.hostelworld.com/hosteldetails.php/Hotel-Demo/Milan/2038
2161,YHA Queenstown Central,"[>8.5, Awards:0, New Zealand, Queenstown, Linen Included , Common Room, Hot Showers, Self-Catering Facilities, Cable TV, Reading Light, Jobs Board, Hair Dryers For Hire, Parking, Card Phones, Internet Access, Airport Transfers, Towels for hire, Luggage Storage, Fax Service, Tours/Travel Desk, 24 Hour Security, Vending Machines, Age Restriction, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t8]",http://www.hostelworld.com/hosteldetails.php/YHA-Queenstown-Central/Queenstown/13048
2162,Global Village Travellers Lodge,"[>8.5, Awards:0, New Zealand, Greymouth, Linen Included, Free Parking, Free City Maps, Towels Included, Free WiFi , Common Room, Bicycle Parking, BBQ, Breakfast Not Included, Fitness Centre, Book Exchange, Hot Showers, Self-Catering Facilities, Hot Tub, Outdoor Terrace, Reading Light, Parking, Hair Dryers, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Bicycle Hire, Towels for hire, Luggage Storage, Tours/Travel Desk, Shuttle Bus, Postal Service, Tea & Coffee Making Facilities, DVD's, Board Games, Age Restriction, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t5]",http://www.hostelworld.com/hosteldetails.php/Global-Village-Travellers-Lodge/Greymouth/25994
2163,Hotel Brasil,"[7-8.5, Awards:0, Italy, Milan, Free WiFi , Elevator, Breakfast Not Included, Hot Showers, Linen Not Included, Hair Dryers, Iron / Ironing Board, Internet Access, Bicycle Hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, ATM, 24 Hour Security, Housekeeping, Express check-in / out, Vending Machines, Child Friendly, Credit Cards Accepted, No Curfew, Pet Friendly, H_t3]",http://www.hostelworld.com/hosteldetails.php/Hotel-Brasil/Milan/15667
2164,HI Hostel Bruegel Brussels,"[7-8.5, Awards:0, Belgium, Brussels, Free Breakfast, Linen Included, Free City Maps, Free WiFi , Key Card Access, Elevator, Cable TV, Steam Room, Internet Access, 24 Hour Security, Bar, Credit Cards Accepted, Curfew, Non Smoking, H_t5]",http://www.hostelworld.com/hosteldetails.php/HI-Hostel-Bruegel-Brussels/Brussels/78149
2165,Hostel de Passage,"[>8.5, Awards:0, Belgium, Bruges, Free City Maps, Free WiFi , Breakfast Not Included, Hair Dryers, Luggage Storage, Restaurant, Bar, Cafe, Wi-Fi, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Not Included, H_t6]",http://www.hostelworld.com/hosteldetails.php/Hostel-de-Passage/Bruges/17354
2166,Telstar Hostels,"[7-8.5, Awards:0, Brazil, Sao Paulo, Free Breakfast, Linen Included, Free Parking, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Swimming Pool, Common Room, Bicycle Parking, BBQ, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Reading Light, Hair Dryers For Hire, Outdoor Swimming Pool, Hair Dryers, Card Phones, Steam Room, Internet Access, Airport Transfers, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Housekeeping, Late check-out, Reception (limited hours), Restaurant, Bar, Meals Available, DVD's, Board Games, Child Friendly, Credit Cards Accepted, No Curfew, Taxes Included, H_t6]",http://www.hostelworld.com/hosteldetails.php/Telstar-Hostels/Sao-Paulo/49442
2167,HI Tribo,"[>8.5, Awards:0, Brazil, Ubatuba, Free Breakfast, Linen Included, Free City Maps, Free WiFi , Security Lockers, Swimming Pool, Common Room, BBQ, Hot Showers, Self-Catering Facilities, Parking, Ceiling Fan, Internet Access, Laundry Facilities, Bicycle Hire, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Games Room, Pool Table, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, H_t1]",http://www.hostelworld.com/hosteldetails.php/HI-Tribo/Ubatuba/21749
2168,Kaissara Hostel Trindade,"[>8.5, Awards:0, Brazil, Trindade, Free Breakfast, Linen Included, Free Internet Access , Security Lockers, Common Room, BBQ, Cable TV, Outdoor Terrace, Steam Room, Airport Transfers, Luggage Storage, 24 Hour Reception, Bar, , H_t8]",http://www.hostelworld.com/hosteldetails.php/Kaissara-Hostel-Trindade/Trindade/29672
2169,Sol Atacama Hostel,"[7-8.5, Awards:0, Chile, San Pedro de Atacama, Free WiFi , Breakfast Not Included, Book Exchange, Hot Showers, Self-Catering Facilities, Fridge/Freezer, Outdoor Terrace, Towels Not Included, Airport Transfers, Bicycle Hire, Towels for hire, Tours/Travel Desk, Late check-out, Reception (limited hours), ]",http://www.hostelworld.com/hosteldetails.php/Sol-Atacama-Hostel/San-Pedro-de-Atacama/56379
2170,Costa Rica Backpackers,"[7-8.5, Awards:0, Costa Rica, San Jose, Linen Included, Free Parking, Towels Included, Free Internet Access , Security Lockers, Swimming Pool, Common Room, Bicycle Parking, BBQ, Breakfast Not Included, Meeting Rooms, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Jobs Board, Parking, Outdoor Swimming Pool, Card Phones, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, Shuttle Bus, Postal Service, 24 Hour Security, Late check-out, Reception (limited hours), Restaurant, Bar, Meals Available, Vending Machines, Cafe, Tea & Coffee Making Facilities, Nightclub, PlayStation, Games Room, Foosball, Child Friendly, Credit Cards Accepted, No Curfew, Pet Friendly, Taxes Included, H_t10]",http://www.hostelworld.com/hosteldetails.php/Costa-Rica-Backpackers/San-Jose/870
2171,Banana Bungalow Maui Hostel,"[7-8.5, Awards:0, USA, Maui, Free Breakfast, Linen Included, Free Parking, Free City Maps, Free WiFi, Free Internet Access , Common Room, Bicycle Parking, BBQ, Book Exchange, Hot Showers, Self-Catering Facilities, Hot Tub, Cable TV, Outdoor Terrace, Parking, Safe Deposit Box, Washing Machine, Steam Room, Laundry Facilities, Luggage Storage, Tours/Travel Desk, Vending Machines, Pool Table, Foosball, , H_t5]",http://www.hostelworld.com/hosteldetails.php/Banana-Bungalow-Maui-Hostel/Maui/3262
2172,Hostal La Fontana,"[<5, Awards:0, Spain, Madrid, Free Breakfast, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Elevator, Hair Dryers, Ceiling Fan, Card Phones, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Luggage Storage, Fax Service, 24 Hour Reception, 24 Hour Security, Tea & Coffee Making Facilities, Child Friendly, No Curfew, Non Smoking, Pet Friendly, Taxes Included]",http://www.hostelworld.com/hosteldetails.php/Hostal-La-Fontana/Madrid/4833
2173,B&B Assembly,"[>8.5, Awards:0, Russia, St Petersburg, Free Breakfast , ]",http://www.hostelworld.com/hosteldetails.php/B-and-B-Assembly/St-Petersburg/11328
2174,Hong Kong Budget Hostel,"[5-7, Awards:0, Hong Kong, Hong Kong, Linen Included, Towels Included, Free WiFi, Free Internet Access , Elevator, Breakfast Not Included, Air Conditioning, Hair Dryers For Hire, Luggage Storage, Credit Cards Not Accepted, No Curfew, H_t9]",http://www.hostelworld.com/hosteldetails.php/Hong-Kong-Budget-Hostel/Hong-Kong/6533
2175,Star Holiday Hotel,"[>8.5, Awards:0, Turkey, Istanbul, Free Breakfast, Linen Included, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Key Card Access, Elevator, Air Conditioning, Meeting Rooms, Adaptors, Hot Showers, Cots Available, Fridge/Freezer, Cable TV, Hair Dryers, Iron / Ironing Board, Safe Deposit Box, Internet Access, Airport Transfers, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, ATM, Shuttle Bus, Housekeeping, Internet caf̩, Wake-up calls, Restaurant, Bar, Tea & Coffee Making Facilities, Minibar, Wi-Fi, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t8]",http://www.hostelworld.com/hosteldetails.php/Star-Holiday-Hotel/Istanbul/8197
2176,Hotel Max in Mokum,"[>8.5, Awards:0, Netherlands, Amsterdam, Free City Maps, Free WiFi , Key Card Access, Breakfast Not Included, Adaptors, Hot Showers, Cots Available, Cable TV, Hair Dryers, Safe Deposit Box, Internet Access, Bicycle Hire, Luggage Storage, Direct Dial Telephone, Housekeeping, Vending Machines, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Not Included]",http://www.hostelworld.com/hosteldetails.php/Hotel-Max-in-Mokum/Amsterdam/7830
2177,Ponsonby Backpackers,"[7-8.5, Awards:0, New Zealand, Auckland, Linen Included, Free Parking, Free City Maps , Security Lockers, Common Room, BBQ, Breakfast Not Included, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Hair Dryers For Hire, Parking, Card Phones, Washing Machine, Steam Room, Laundry Facilities, Towels for hire, Luggage Storage, Tours/Travel Desk, 24 Hour Security, Late check-out, Reception (limited hours), Tea & Coffee Making Facilities, Board Games, Age Restriction, Credit Cards Accepted, No Curfew]",http://www.hostelworld.com/hosteldetails.php/Ponsonby-Backpackers/Auckland/29822
2178,Old Town Hostel West Wing,"[>8.5, Awards:0, Montenegro, Kotor, Linen Included, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, Breakfast Not Included, Air Conditioning, Meeting Rooms, Book Exchange, Hot Showers, Self-Catering Facilities, Fridge/Freezer, Utensils, Reading Light, Hair Dryers, Safe Deposit Box, Microwave, Washing Machine, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Shuttle Bus, 24 Hour Security, Meals Available, Tea & Coffee Making Facilities, Wi-Fi, Age Restriction, Credit Cards Not Accepted, No Curfew, Non Smoking, Taxes Not Included, H_t6]",http://www.hostelworld.com/hosteldetails.php/Old-Town-Hostel-West-Wing/Kotor/87139
2179,Hostel Marker Dubrovnik Old Town,"[>8.5, Awards:1, Croatia, Dubrovnik, Linen Included, Free City Maps, Free WiFi , Air Conditioning, Adaptors, Hot Showers, Self-Catering Facilities, Hair Dryers For Hire, Steam Room, Internet Access, Laundry Facilities, Bicycle Hire, Towels for hire, Tours/Travel Desk, Currency Exchange, ATM, Postal Service, Restaurant, Mini-Supermarket, Tea & Coffee Making Facilities, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, H_t1]",http://www.hostelworld.com/hosteldetails.php/Hostel-Marker-Dubrovnik-Old-Town/Dubrovnik/19522
2180,Back Pack Sack,"[>8.5, Awards:0, Croatia, Split, Linen Included, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Common Room, Breakfast Not Included, Air Conditioning, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Reading Light, Hair Dryers For Hire, Hair Dryers, Internet Access, Bicycle Hire, Towels for hire, 24 Hour Reception, Tea & Coffee Making Facilities, Wii, DVD's, Age Restriction, Credit Cards Not Accepted, No Curfew, Pet Friendly, Taxes Included, H_t8]",http://www.hostelworld.com/hosteldetails.php/Back-Pack-Sack/Split/85999
2181,Hostel Majdas,"[>8.5, Awards:6, Bosnia And Herzegovina, Mostar, Free Breakfast, Linen Included, Free Parking, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Common Room, Bicycle Parking, Air Conditioning, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Reading Light, Parking, Hair Dryers, Safe Deposit Box, Steam Room, Internet Access, Laundry Facilities, Bicycle Hire, Tours/Travel Desk, 24 Hour Security, Tea & Coffee Making Facilities, Board Games, Age Restriction, Credit Cards Not Accepted, No Curfew, Non Smoking, Taxes Included]",http://www.hostelworld.com/hosteldetails.php/Hostel-Majdas/Mostar/73679
2182,Che Lagarto Suites Copacabana Santa Clara,"[7-8.5, Awards:0, Brazil, Rio de Janeiro, Free Breakfast, Linen Included, Towels Included, Free WiFi, Free Internet Access , Key Card Access, Air Conditioning, Hot Showers, Self-Catering Facilities, Steam Room, Tours/Travel Desk, 24 Hour Security, Housekeeping, Age Restriction, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t10]",http://www.hostelworld.com/hosteldetails.php/Che-Lagarto-Suites-Copacabana-Santa-Clara/Rio-de-Janeiro/5629
2183,Quechua Gesthouse,"[>8.5, Awards:0, Argentina, Rosario, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Bicycle Parking, BBQ, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Internet Access, Luggage Storage, Fax Service, Tours/Travel Desk, Currency Exchange, Tea & Coffee Making Facilities, Board Games, Child Friendly, Credit Cards Accepted, No Curfew, H_t8]",http://www.hostelworld.com/hosteldetails.php/Quechua-Gesthouse/Rosario/38855
2184,Polynesian Hostel Beach Club Waikiki,"[7-8.5, Awards:0, USA, Honolulu, Free Breakfast, Linen Included, Free WiFi , Security Lockers, Common Room, Bicycle Parking, BBQ, Self-Catering Facilities, Cable TV, Outdoor Terrace, Parking, Washing Machine, Steam Room, Internet Access, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Games Room, Credit Cards Accepted, No Curfew, Taxes Not Included, H_t3]",http://www.hostelworld.com/hosteldetails.php/Polynesian-Hostel-Beach-Club-Waikiki/Honolulu/3264
2185,Hostel Roma Inn 2000,"[5-7, Awards:0, Italy, Rome, Linen Included, Free City Maps , Elevator, Breakfast Not Included, Adaptors, Hot Showers, Hair Dryers, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Bar, Cafe, Credit Cards Not Accepted, Non Smoking, Taxes Included]",http://www.hostelworld.com/hosteldetails.php/Hostel-Roma-Inn-2000/Rome/2282
2186,El Puesto,"[>8.5, Awards:0, Argentina, San Antonio de Areco, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Swimming Pool, Common Room, Bicycle Parking, BBQ, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Cooker, Cable TV, Reading Light, Outdoor Swimming Pool, Hair Dryers, Ceiling Fan, Microwave, Washing Machine, Towels Not Included, Internet Access, Laundry Facilities, Towels for hire, Luggage Storage, Tours/Travel Desk, Currency Exchange, Cafe, , H_t5]",http://www.hostelworld.com/hosteldetails.php/El-Puesto/San-Antonio-de-Areco/43921
2187,Betel Box Backpacker Hostel,"[7-8.5, Awards:0, Singapore, Singapore, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Key Card Access, Common Room, Bicycle Parking, Fitness Centre, Air Conditioning, Meeting Rooms, Adaptors, Book Exchange, Hot Showers, Parking, Hair Dryers, Safe Deposit Box, Steam Room, Laundry Facilities, Airport Transfers, Bicycle Hire, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Housekeeping, Bar, Meals Available, PlayStation, Wii, DVD's, Board Games, Games Room, Pool Table, No Curfew, H_t5]",http://www.hostelworld.com/hosteldetails.php/Betel-Box-Backpacker-Hostel/Singapore/5833
